web_name,first_name,second_name,team,position,total_points,points_per_game,price,price_level,goals_scored,assists,ict_index,selected_by_percent,minutes,bonus,clean_sheets,clean_sheets_per_90,creativity,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,goals_conceded,goals_conceded_per_90,influence,own_goals,penalties_missed,penalties_order,penalties_saved,red_cards,saves,saves_per_90,selected_rank,starts,starts_per_90,threat,value_form,value_season,yellow_cards,goal_involvements
Pérez,Ayoze,Pérez,LEI,Midfielder,19.0,2.4,4.7,Budget,0.0,2.0,30.9,0.1,378.0,0.0,1.0,0.24,151.0,0.57,0.14,1.62,0.39,1.05,5.51,1.31,0.25,5.0,1.19,65.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,3.0,0.71,92.0,0.0,4.0,0.0,2.0
Maddison,James,Maddison,LEI,Midfielder,135.0,4.5,7.8,High,10.0,9.0,252.9,5.5,2479.0,9.0,4.0,0.15,970.0,5.53,0.2,14.03,0.51,8.5,47.16,1.71,0.31,54.0,1.96,785.4,0.0,1.0,2.0,0.0,0.0,0.0,0.0,71.0,28.0,1.02,769.0,0.4,17.3,10.0,19.0
Iheanacho,Kelechi,Iheanacho,LEI,Forward,82.0,2.9,5.8,Mid,5.0,5.0,95.7,0.9,1112.0,9.0,1.0,0.08,228.9,1.56,0.13,8.42,0.69,6.86,22.43,1.82,0.56,23.0,1.86,306.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,202.0,11.0,0.89,437.0,0.2,14.1,0.0,10.0
Choudhury,Hamza,Choudhury,LEI,Midfielder,0.0,0.0,4.5,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barnes,Harvey,Barnes,LEI,Midfielder,138.0,4.1,6.6,High,13.0,2.0,175.5,1.7,2709.0,0.0,6.0,0.2,305.1,2.33,0.08,11.4,0.38,9.07,50.76,1.69,0.3,51.0,1.69,567.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,32.0,1.06,883.0,0.7,20.9,3.0,15.0
Ndidi,Wilfred,Ndidi,LEI,Midfielder,41.0,1.5,4.8,Budget,0.0,0.0,43.2,0.2,1672.0,0.0,1.0,0.05,73.0,0.18,0.01,0.4,0.02,0.22,32.28,1.74,0.01,39.0,2.1,317.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,19.0,1.02,45.0,0.3,8.5,4.0,0.0
Dewsbury-Hall,Kiernan,Dewsbury-Hall,LEI,Midfielder,82.0,2.6,4.9,Budget,2.0,3.0,121.0,0.5,2305.0,5.0,7.0,0.27,527.7,2.62,0.1,4.79,0.18,2.17,40.23,1.57,0.08,41.0,1.6,446.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,264.0,28.0,1.09,233.0,0.2,16.7,3.0,5.0
Söyüncü,Çaglar,Söyüncü,LEI,Defender,16.0,2.3,4.2,Budget,1.0,0.0,24.1,0.2,528.0,3.0,0.0,0.0,13.3,0.02,0.0,0.44,0.07,0.42,10.86,1.85,0.07,13.0,2.22,174.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353.0,6.0,1.02,53.0,0.5,3.8,2.0,1.0
Justin,James,Justin,LEI,Defender,45.0,3.2,4.1,Budget,0.0,2.0,38.7,0.4,1252.0,2.0,5.0,0.36,138.8,0.49,0.04,0.8,0.06,0.31,21.31,1.53,0.02,25.0,1.8,208.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,14.0,1.01,40.0,0.0,11.0,0.0,2.0
Soumaré,Boubakary,Soumaré,LEI,Midfielder,41.0,1.6,4.4,Budget,0.0,0.0,39.2,0.3,1624.0,0.0,6.0,0.33,148.7,0.47,0.03,0.5,0.03,0.03,34.51,1.91,0.0,30.0,1.66,236.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.0,20.0,1.11,5.0,0.4,9.3,9.0,0.0
Thomas,Luke,Thomas,LEI,Defender,28.0,1.6,3.9,Budget,0.0,1.0,26.8,0.2,1068.0,0.0,2.0,0.17,89.4,0.48,0.04,0.57,0.05,0.09,23.11,1.95,0.01,20.0,1.69,166.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,392.0,11.0,0.93,12.0,0.5,7.2,3.0,1.0
Daka,Patson,Daka,LEI,Forward,70.0,2.3,5.6,Mid,4.0,4.0,95.1,0.8,1169.0,3.0,5.0,0.38,223.6,1.69,0.13,5.24,0.4,3.55,20.81,1.6,0.27,24.0,1.85,295.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,13.0,1.0,440.0,0.3,12.5,2.0,8.0
Brunt,Lewis,Brunt,LEI,Defender,1.0,1.0,3.9,Budget,0.0,0.0,0.3,0.3,22.0,0.0,0.0,0.0,1.0,0.01,0.04,0.01,0.04,0.0,0.78,3.19,0.0,1.0,4.09,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
Iversen,Daniel,Iversen,LEI,Goalkeeper,29.0,2.4,3.9,Budget,0.0,0.0,25.6,5.1,1080.0,2.0,1.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,21.24,1.77,0.0,22.0,1.83,255.8,1.0,0.0,0.0,0.0,0.0,38.0,3.17,76.0,12.0,1.0,0.0,0.8,7.4,0.0,0.0
Praet,Dennis,Praet,LEI,Midfielder,34.0,1.5,4.8,Budget,1.0,1.0,22.7,0.0,635.0,0.0,2.0,0.28,66.9,0.43,0.06,1.47,0.21,1.04,11.82,1.68,0.15,10.0,1.42,96.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,621.0,6.0,0.85,64.0,0.1,7.1,1.0,2.0
Smithies,Alex,Smithies,LEI,Goalkeeper,0.0,0.0,3.9,Budget,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Faes,Wout,Faes,LEI,Defender,78.0,2.5,4.2,Budget,1.0,2.0,87.1,0.2,2786.0,5.0,7.0,0.23,115.6,0.58,0.02,1.78,0.06,1.2,52.76,1.7,0.04,51.0,1.65,662.4,2.0,0.0,0.0,0.0,1.0,0.0,0.0,362.0,31.0,1.0,93.0,1.0,18.6,4.0,3.0
Braybrooke,Sammy,Braybrooke,LEI,Midfielder,0.0,0.0,4.5,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wormleighton,Joe,Wormleighton,LEI,Defender,0.0,0.0,4.0,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
McAteer,Kasey,McAteer,LEI,Midfielder,0.0,0.0,4.5,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kristiansen,Victor,Kristiansen,LEI,Defender,16.0,1.3,4.5,Budget,0.0,1.0,30.8,0.0,891.0,0.0,0.0,0.0,119.3,0.6,0.06,0.72,0.07,0.12,17.88,1.81,0.01,21.0,2.12,173.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586.0,11.0,1.11,14.0,0.0,3.6,2.0,1.0
Tetê,Mateus,Cardoso Lemos Martins,LEI,Midfielder,27.0,2.1,4.9,Budget,1.0,0.0,28.8,0.1,732.0,1.0,0.0,0.0,98.7,0.26,0.03,1.99,0.24,1.73,13.22,1.63,0.21,15.0,1.84,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503.0,9.0,1.11,109.0,0.1,5.5,0.0,1.0
Souttar,Harry,Souttar,LEI,Defender,20.0,1.7,4.5,Budget,0.0,1.0,34.6,0.1,991.0,0.0,1.0,0.09,38.9,0.1,0.01,1.57,0.14,1.47,18.81,1.71,0.13,19.0,1.73,242.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,516.0,11.0,1.0,65.0,0.3,4.4,2.0,1.0
Marçal-Madivadua,Wanya,Marçal-Madivadua,LEI,Midfielder,0.0,0.0,4.5,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cooper,Liam,Cooper,LEE,Defender,31.0,1.7,4.4,Budget,1.0,0.0,51.7,0.1,1425.0,1.0,2.0,0.13,65.2,0.31,0.02,1.21,0.08,0.9,26.08,1.65,0.06,32.0,2.02,309.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.0,16.0,1.01,145.0,0.0,7.0,5.0,1.0
Ayling,Luke,Ayling,LEE,Defender,59.0,2.0,4.5,Budget,2.0,1.0,92.8,0.3,2048.0,4.0,3.0,0.13,209.3,2.24,0.1,5.17,0.23,2.93,42.12,1.85,0.13,48.0,2.11,451.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0,22.0,0.97,264.0,0.5,13.1,3.0,3.0
Klich,Mateusz,Klich,LEE,Midfielder,12.0,0.9,4.6,Budget,0.0,0.0,15.2,0.0,266.0,0.0,0.0,0.0,69.3,0.22,0.07,0.38,0.12,0.16,4.99,1.69,0.05,5.0,1.69,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539.0,0.0,0.0,50.0,0.0,2.6,2.0,0.0
Forshaw,Adam,Forshaw,LEE,Midfielder,16.0,1.3,4.4,Budget,0.0,0.0,11.3,0.0,473.0,0.0,0.0,0.0,62.0,0.65,0.12,0.68,0.13,0.03,11.94,2.27,0.01,13.0,2.47,49.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565.0,5.0,0.95,0.0,0.4,3.6,0.0,0.0
Rodrigo,Rodrigo,Moreno,LEE,Midfielder,127.0,4.1,6.3,Mid,13.0,2.0,166.5,4.1,1928.0,6.0,5.0,0.23,241.1,1.24,0.06,9.28,0.44,8.04,36.79,1.72,0.38,43.0,2.01,577.6,0.0,0.0,4.0,0.0,0.0,0.0,0.0,88.0,23.0,1.07,853.0,0.6,20.2,6.0,15.0
Dallas,Stuart,Dallas,LEE,Defender,0.0,0.0,4.9,Mid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bamford,Patrick,Bamford,LEE,Forward,70.0,2.5,7.1,High,4.0,5.0,99.6,0.4,1510.0,3.0,1.0,0.06,171.6,0.9,0.05,9.41,0.56,8.51,27.99,1.67,0.51,31.0,1.85,252.2,0.0,2.0,1.0,0.0,0.0,0.0,0.0,286.0,18.0,1.07,588.0,0.3,9.9,3.0,9.0
Llorente,Diego,Llorente,LEE,Defender,16.0,2.0,4.4,Budget,0.0,0.0,14.6,0.2,648.0,2.0,1.0,0.14,5.8,0.03,0.0,0.75,0.1,0.72,11.0,1.53,0.1,12.0,1.67,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.0,7.0,0.97,40.0,0.0,3.6,1.0,0.0
Roberts,Tyler,Roberts,LEE,Midfielder,0.0,0.0,5.0,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Koch,Robin,Koch,LEE,Defender,55.0,1.5,4.5,Budget,0.0,0.0,86.3,0.2,3175.0,2.0,5.0,0.14,72.9,0.47,0.01,2.06,0.06,1.59,63.02,1.79,0.05,74.0,2.1,589.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,393.0,36.0,1.02,201.0,0.0,12.2,7.0,0.0
Raphinha,Raphael,Dias Belloli,LEE,Midfielder,0.0,0.0,7.0,High,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harrison,Jack,Harrison,LEE,Midfielder,134.0,3.7,5.7,Mid,5.0,8.0,181.2,2.1,2707.0,15.0,6.0,0.2,791.5,5.06,0.17,10.5,0.35,5.44,49.47,1.64,0.18,55.0,1.83,556.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,34.0,1.13,466.0,0.6,23.5,2.0,13.0
Shackleton,Jamie,Shackleton,LEE,Midfielder,0.0,0.0,4.5,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,748.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Struijk,Pascal,Struijk,LEE,Defender,66.0,2.3,4.5,Budget,2.0,2.0,101.5,0.5,2198.0,4.0,4.0,0.16,216.2,1.2,0.05,2.55,0.11,1.35,42.41,1.74,0.06,52.0,2.13,544.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0,26.0,1.06,253.0,0.1,14.7,5.0,4.0
Klaesson,Kristoffer,Klaesson,LEE,Goalkeeper,0.0,0.0,3.8,Budget,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greenwood,Sam,Greenwood,LEE,Forward,30.0,1.7,4.1,Budget,1.0,2.0,41.6,10.8,410.0,1.0,0.0,0.0,210.5,1.06,0.23,1.75,0.38,0.69,11.8,2.59,0.15,11.0,2.41,121.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,3.0,0.66,85.0,0.1,7.3,1.0,3.0
Meslier,Illan,Meslier,LEE,Goalkeeper,90.0,2.6,4.4,Mid,0.0,0.0,75.9,1.7,3060.0,8.0,5.0,0.15,0.0,0.01,0.0,0.13,0.0,0.12,57.06,1.68,0.0,67.0,1.97,738.6,0.0,0.0,0.0,0.0,0.0,94.0,2.76,146.0,34.0,1.0,17.0,0.0,20.5,3.0,0.0
Firpo,Junior,Firpo Adames,LEE,Defender,30.0,1.6,4.5,Budget,1.0,2.0,45.0,0.1,1364.0,3.0,1.0,0.07,123.4,0.75,0.05,0.87,0.06,0.12,29.81,1.97,0.01,33.0,2.18,286.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,471.0,14.0,0.92,41.0,0.1,6.7,5.0,3.0
Summerville,Crysencio,Summerville,LEE,Midfielder,74.0,2.6,4.2,Budget,4.0,4.0,88.6,0.6,1411.0,4.0,1.0,0.06,222.6,1.11,0.07,3.94,0.25,2.83,28.93,1.85,0.18,38.0,2.42,311.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.0,12.0,0.77,357.0,0.1,17.6,4.0,8.0
Bate,Lewis,Bate,LEE,Midfielder,0.0,0.0,4.5,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gelhardt,Joe,Gelhardt,LEE,Forward,20.0,1.3,5.1,Budget,0.0,2.0,19.4,0.2,201.0,0.0,0.0,0.0,32.1,0.4,0.18,1.24,0.56,0.84,2.79,1.25,0.38,3.0,1.34,49.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.0,1.0,0.45,114.0,0.0,3.9,1.0,2.0
Hjelde,Leo Fuhr,Hjelde,LEE,Defender,0.0,0.0,3.9,Budget,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kristensen,Rasmus,Kristensen,LEE,Defender,51.0,2.0,4.7,Mid,3.0,1.0,78.0,0.4,1957.0,1.0,2.0,0.09,143.6,0.88,0.04,1.74,0.08,0.86,40.63,1.87,0.04,53.0,2.44,474.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,21.0,0.97,160.0,0.4,10.9,4.0,4.0
Roca,Marc,Roca Junqué,LEE,Midfielder,67.0,2.1,4.8,Budget,1.0,3.0,123.1,0.1,2316.0,3.0,2.0,0.08,475.8,2.49,0.1,4.59,0.18,2.1,46.6,1.81,0.08,60.0,2.33,433.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.0,29.0,1.13,323.0,0.2,14.0,7.0,4.0
Aaronson,Brenden,Aaronson,LEE,Midfielder,83.0,2.3,5.3,Budget,1.0,4.0,141.1,0.6,2365.0,0.0,5.0,0.19,662.6,2.51,0.1,6.49,0.25,3.98,48.74,1.85,0.15,58.0,2.21,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.0,28.0,1.07,439.0,0.2,15.7,2.0,5.0
Gyabi,Darko,Gyabi,LEE,Midfielder,1.0,1.0,4.2,Budget,0.0,0.0,2.5,0.1,7.0,0.0,0.0,0.0,0.5,0.0,0.0,0.06,0.77,0.06,0.27,3.47,0.77,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449.0,0.0,0.0,20.0,0.0,0.2,0.0,0.0
Adams,Tyler,Adams,LEE,Midfielder,47.0,2.0,4.9,Budget,0.0,0.0,74.9,0.1,2156.0,1.0,5.0,0.21,328.9,1.05,0.04,1.16,0.04,0.11,32.69,1.36,0.0,36.0,1.5,393.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,416.0,24.0,1.0,24.0,0.0,9.6,4.0,0.0
Sinisterra,Luis,Sinisterra Lucumí,LEE,Midfielder,53.0,2.8,6.5,Mid,5.0,0.0,70.6,0.2,863.0,6.0,0.0,0.0,157.7,0.88,0.09,4.69,0.49,3.81,18.12,1.89,0.4,23.0,2.4,242.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,350.0,13.0,1.36,305.0,0.0,8.2,1.0,5.0
Drameh,Cody,Drameh,LEE,Defender,1.0,1.0,4.0,Budget,0.0,0.0,1.6,0.1,70.0,0.0,0.0,0.0,2.7,0.01,0.01,0.01,0.01,0.0,1.4,1.8,0.0,3.0,3.86,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.0,1.0,1.29,0.0,0.0,0.2,0.0,0.0
Gray,Archie,Gray,LEE,Midfielder,0.0,0.0,4.5,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robles,Joel,Robles,LEE,Goalkeeper,7.0,1.8,4.0,Budget,0.0,0.0,9.3,0.1,360.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,9.16,2.29,0.0,11.0,2.75,93.2,0.0,0.0,0.0,0.0,0.0,16.0,4.0,464.0,4.0,1.0,0.0,0.4,1.8,1.0,0.0
Gnonto,Wilfried,Gnonto,LEE,Forward,55.0,2.3,4.7,Budget,2.0,4.0,84.3,0.7,1346.0,6.0,4.0,0.27,323.5,2.12,0.14,3.91,0.26,1.79,25.22,1.69,0.12,28.0,1.87,264.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.0,14.0,0.94,253.0,0.3,11.7,7.0,6.0
Mateo Joseph,Mateo Joseph,Fernández,LEE,Forward,3.0,1.0,4.5,Budget,0.0,0.0,2.2,0.0,24.0,0.0,0.0,0.0,0.2,0.0,0.0,0.06,0.22,0.06,0.3,1.12,0.22,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568.0,0.0,0.0,19.0,0.0,0.7,0.0,0.0
Perkins,Sonny,Perkins,LEE,Forward,0.0,0.0,4.5,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wöber,Maximilian,Wöber,LEE,Defender,25.0,1.6,4.4,Budget,0.0,0.0,39.5,0.0,1264.0,2.0,2.0,0.14,65.8,0.37,0.03,1.14,0.08,0.77,22.73,1.62,0.05,23.0,1.64,273.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.0,14.0,1.0,54.0,0.1,5.7,3.0,0.0
Rutter,Georginio,Rutter,LEE,Forward,15.0,1.4,5.0,Budget,0.0,1.0,11.4,0.0,263.0,0.0,0.0,0.0,38.3,0.23,0.08,0.64,0.22,0.41,5.68,1.94,0.14,9.0,3.08,36.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629.0,1.0,0.34,41.0,0.2,3.0,0.0,1.0
McKennie,Weston,McKennie,LEE,Midfielder,31.0,1.6,4.6,Budget,0.0,1.0,48.3,0.0,1434.0,0.0,1.0,0.06,201.7,0.56,0.04,1.34,0.09,0.78,28.3,1.78,0.05,35.0,2.2,198.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541.0,16.0,1.0,81.0,0.5,6.7,7.0,1.0
Chilokoa-Mullen,Jeremiah,Chilokoa-Mullen,LEE,Defender,0.0,0.0,4.0,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monteiro,Diogo,Pinheiro Monteiro,LEE,Defender,0.0,0.0,4.0,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Milner,James,Milner,LIV,Midfielder,42.0,1.4,4.4,Budget,0.0,1.0,47.2,0.6,889.0,0.0,3.0,0.3,207.2,1.63,0.17,2.03,0.21,0.4,13.56,1.37,0.04,12.0,1.21,172.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,248.0,7.0,0.71,92.0,0.2,9.5,2.0,1.0
Henderson,Jordan,Henderson,LIV,Midfielder,69.0,2.0,5.3,Budget,0.0,3.0,99.1,0.5,2060.0,0.0,8.0,0.35,506.1,3.59,0.16,4.93,0.22,1.35,31.96,1.4,0.06,30.0,1.31,307.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.0,23.0,1.0,174.0,0.3,13.0,2.0,3.0
Matip,Joel,Matip,LIV,Defender,36.0,2.6,5.9,Premium,1.0,0.0,36.2,0.9,1091.0,4.0,3.0,0.25,49.5,0.93,0.08,1.8,0.15,0.87,16.46,1.36,0.07,20.0,1.65,223.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,12.0,0.99,90.0,0.0,6.1,3.0,1.0
Thiago,Thiago,Alcántara do Nascimento,LIV,Midfielder,30.0,1.7,5.1,Budget,0.0,0.0,59.8,0.6,1252.0,0.0,2.0,0.14,265.8,1.18,0.08,1.64,0.11,0.46,21.41,1.54,0.03,23.0,1.65,244.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.0,14.0,1.01,86.0,0.0,5.9,2.0,0.0
Chamberlain,Alex,Oxlade-Chamberlain,LIV,Midfielder,20.0,2.2,4.9,Budget,1.0,0.0,22.3,0.0,332.0,2.0,0.0,0.0,66.3,0.18,0.05,1.45,0.39,1.27,6.64,1.8,0.34,7.0,1.9,72.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641.0,4.0,1.08,84.0,0.0,4.1,0.0,1.0
Firmino,Roberto,Firmino,LIV,Forward,104.0,4.2,8.0,High,11.0,4.0,162.8,3.2,1202.0,12.0,4.0,0.3,293.2,2.16,0.16,7.64,0.57,5.48,19.91,1.49,0.41,17.0,1.27,542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,13.0,0.97,792.0,0.2,13.0,0.0,15.0
Van Dijk,Virgil,van Dijk,LIV,Defender,127.0,4.0,6.6,Premium,3.0,1.0,125.4,12.4,2835.0,13.0,11.0,0.35,121.0,1.09,0.03,3.59,0.11,2.5,41.17,1.31,0.08,36.0,1.14,743.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,32.0,1.02,389.0,0.7,19.2,3.0,4.0
Alisson,Alisson,Ramses Becker,LIV,Goalkeeper,162.0,4.4,5.5,Premium,0.0,1.0,97.6,16.8,3330.0,15.0,14.0,0.38,10.1,0.02,0.0,0.02,0.0,0.0,50.02,1.35,0.0,43.0,1.16,966.4,0.0,0.0,0.0,1.0,0.0,107.0,2.89,20.0,37.0,1.0,0.0,0.9,29.5,1.0,1.0
Fabinho,Fabio Henrique,Tavares,LIV,Midfielder,70.0,1.9,5.2,Budget,0.0,2.0,79.0,0.8,2666.0,0.0,11.0,0.37,302.0,1.87,0.06,2.57,0.08,0.7,39.21,1.32,0.02,34.0,1.15,379.2,0.0,0.0,3.0,0.0,0.0,0.0,0.0,217.0,31.0,1.05,109.0,0.5,13.5,11.0,2.0
Salah,Mohamed,Salah,LIV,Midfielder,239.0,6.3,13.1,Premium,19.0,13.0,353.7,37.2,3290.0,23.0,13.0,0.36,869.9,7.03,0.19,28.04,0.76,21.01,47.47,1.3,0.57,45.0,1.23,1046.2,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,37.0,1.01,1620.0,0.6,18.2,2.0,32.0
Robertson,Andrew,Robertson,LIV,Defender,121.0,3.6,6.8,Premium,0.0,8.0,162.3,6.0,2579.0,10.0,9.0,0.31,862.1,6.69,0.23,7.93,0.27,1.24,36.59,1.28,0.04,34.0,1.19,549.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,29.0,1.01,211.0,0.4,17.8,3.0,8.0
Alexander-Arnold,Trent,Alexander-Arnold,LIV,Defender,156.0,4.2,7.8,Premium,2.0,11.0,219.0,30.7,2922.0,21.0,10.0,0.31,1168.2,9.26,0.29,11.62,0.36,2.36,43.1,1.33,0.07,44.0,1.36,779.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,34.0,1.05,241.0,0.8,20.0,5.0,13.0
